,File_path,Emotion
3963,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_IWW_ANG_XX.wav,angry
3964,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_IWW_DIS_XX.wav,disgust
3965,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_IWW_FEA_XX.wav,fear
3966,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_IWW_HAP_XX.wav,happy
3967,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_IWW_NEU_XX.wav,neutral
3968,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_IWW_SAD_XX.wav,sad
3969,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_MTI_ANG_XX.wav,angry
3970,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_MTI_DIS_XX.wav,disgust
3971,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_MTI_FEA_XX.wav,fear
3972,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_MTI_HAP_XX.wav,happy
3973,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_MTI_NEU_XX.wav,neutral
3974,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_MTI_SAD_XX.wav,sad
3975,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_TAI_ANG_XX.wav,angry
3976,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_TAI_DIS_XX.wav,disgust
3977,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_TAI_FEA_XX.wav,fear
3978,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_TAI_HAP_XX.wav,happy
3979,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_TAI_NEU_XX.wav,neutral
3980,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_TAI_SAD_XX.wav,sad
3981,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_TIE_ANG_XX.wav,angry
3982,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_TIE_DIS_XX.wav,disgust
3983,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_TIE_FEA_XX.wav,fear
3984,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_TIE_HAP_XX.wav,happy
3985,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_TIE_NEU_XX.wav,neutral
3986,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_TIE_SAD_XX.wav,sad
3987,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_TSI_ANG_XX.wav,angry
3988,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_TSI_DIS_XX.wav,disgust
3989,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_TSI_FEA_XX.wav,fear
3990,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_TSI_HAP_XX.wav,happy
3991,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_TSI_NEU_XX.wav,neutral
3992,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_TSI_SAD_XX.wav,sad
3993,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_WSI_ANG_XX.wav,angry
3994,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_WSI_DIS_XX.wav,disgust
3995,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_WSI_FEA_XX.wav,fear
3996,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_WSI_HAP_XX.wav,happy
3997,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_WSI_NEU_XX.wav,neutral
3998,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1049_WSI_SAD_XX.wav,sad
3999,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_DFA_ANG_XX.wav,angry
4000,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_DFA_DIS_XX.wav,disgust
4001,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_DFA_FEA_XX.wav,fear
4002,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_DFA_HAP_XX.wav,happy
4003,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_DFA_NEU_XX.wav,neutral
4004,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_DFA_SAD_XX.wav,sad
4005,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IEO_ANG_HI.wav,angry
4006,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IEO_ANG_LO.wav,angry
4007,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IEO_ANG_MD.wav,angry
4008,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IEO_DIS_HI.wav,disgust
4009,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IEO_DIS_LO.wav,disgust
4010,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IEO_DIS_MD.wav,disgust
4011,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IEO_FEA_HI.wav,fear
4012,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IEO_FEA_LO.wav,fear
4013,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IEO_FEA_MD.wav,fear
4014,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IEO_HAP_HI.wav,happy
4015,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IEO_HAP_LO.wav,happy
4016,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IEO_HAP_MD.wav,happy
4017,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IEO_NEU_XX.wav,neutral
4018,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IEO_SAD_HI.wav,sad
4019,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IEO_SAD_LO.wav,sad
4020,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IEO_SAD_MD.wav,sad
4021,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IOM_ANG_XX.wav,angry
4022,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IOM_DIS_XX.wav,disgust
4023,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IOM_FEA_XX.wav,fear
4024,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IOM_HAP_XX.wav,happy
4025,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IOM_NEU_XX.wav,neutral
4026,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IOM_SAD_XX.wav,sad
4027,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_ITH_ANG_XX.wav,angry
4028,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_ITH_DIS_XX.wav,disgust
4029,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_ITH_FEA_XX.wav,fear
4030,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_ITH_HAP_XX.wav,happy
4031,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_ITH_NEU_XX.wav,neutral
4032,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_ITH_SAD_XX.wav,sad
4033,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_ITS_ANG_XX.wav,angry
4034,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_ITS_DIS_XX.wav,disgust
4035,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_ITS_FEA_XX.wav,fear
4036,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_ITS_HAP_XX.wav,happy
4037,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_ITS_NEU_XX.wav,neutral
4038,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_ITS_SAD_XX.wav,sad
4039,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IWL_ANG_XX.wav,angry
4040,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IWL_DIS_XX.wav,disgust
4041,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IWL_FEA_XX.wav,fear
4042,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IWL_HAP_XX.wav,happy
4043,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IWL_NEU_XX.wav,neutral
4044,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IWL_SAD_XX.wav,sad
4045,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IWW_ANG_XX.wav,angry
4046,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IWW_DIS_XX.wav,disgust
4047,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IWW_FEA_XX.wav,fear
4048,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IWW_HAP_XX.wav,happy
4049,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IWW_NEU_XX.wav,neutral
4050,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_IWW_SAD_XX.wav,sad
4051,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_MTI_ANG_XX.wav,angry
4052,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_MTI_DIS_XX.wav,disgust
4053,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_MTI_FEA_XX.wav,fear
4054,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_MTI_HAP_XX.wav,happy
4055,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_MTI_NEU_XX.wav,neutral
4056,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_MTI_SAD_XX.wav,sad
4057,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_TAI_ANG_XX.wav,angry
4058,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_TAI_DIS_XX.wav,disgust
4059,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_TAI_FEA_XX.wav,fear
4060,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_TAI_HAP_XX.wav,happy
4061,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_TAI_NEU_XX.wav,neutral
4062,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_TAI_SAD_XX.wav,sad
4063,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_TIE_ANG_XX.wav,angry
4064,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_TIE_DIS_XX.wav,disgust
4065,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_TIE_FEA_XX.wav,fear
4066,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_TIE_HAP_XX.wav,happy
4067,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_TIE_NEU_XX.wav,neutral
4068,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_TIE_SAD_XX.wav,sad
4069,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_TSI_ANG_XX.wav,angry
4070,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_TSI_DIS_XX.wav,disgust
4071,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_TSI_FEA_XX.wav,fear
4072,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_TSI_HAP_XX.wav,happy
4073,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_TSI_NEU_XX.wav,neutral
4074,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_TSI_SAD_XX.wav,sad
4075,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_WSI_ANG_XX.wav,angry
4076,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_WSI_DIS_XX.wav,disgust
4077,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_WSI_FEA_XX.wav,fear
4078,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_WSI_HAP_XX.wav,happy
4079,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_WSI_NEU_XX.wav,neutral
4080,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1050_WSI_SAD_XX.wav,sad
4081,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_DFA_ANG_XX.wav,angry
4082,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_DFA_DIS_XX.wav,disgust
4083,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_DFA_FEA_XX.wav,fear
4084,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_DFA_HAP_XX.wav,happy
4085,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_DFA_NEU_XX.wav,neutral
4086,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_DFA_SAD_XX.wav,sad
4087,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IEO_ANG_HI.wav,angry
4088,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IEO_ANG_LO.wav,angry
4089,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IEO_ANG_MD.wav,angry
4090,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IEO_DIS_HI.wav,disgust
4091,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IEO_DIS_LO.wav,disgust
4092,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IEO_DIS_MD.wav,disgust
4093,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IEO_FEA_HI.wav,fear
4094,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IEO_FEA_LO.wav,fear
4095,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IEO_FEA_MD.wav,fear
4096,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IEO_HAP_HI.wav,happy
4097,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IEO_HAP_LO.wav,happy
4098,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IEO_HAP_MD.wav,happy
4099,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IEO_NEU_XX.wav,neutral
4100,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IEO_SAD_HI.wav,sad
4101,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IEO_SAD_LO.wav,sad
4102,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IEO_SAD_MD.wav,sad
4103,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IOM_ANG_XX.wav,angry
4104,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IOM_DIS_XX.wav,disgust
4105,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IOM_FEA_XX.wav,fear
4106,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IOM_HAP_XX.wav,happy
4107,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IOM_NEU_XX.wav,neutral
4108,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IOM_SAD_XX.wav,sad
4109,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_ITH_ANG_XX.wav,angry
4110,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_ITH_DIS_XX.wav,disgust
4111,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_ITH_FEA_XX.wav,fear
4112,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_ITH_HAP_XX.wav,happy
4113,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_ITH_NEU_XX.wav,neutral
4114,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_ITH_SAD_XX.wav,sad
4115,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_ITS_ANG_XX.wav,angry
4116,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_ITS_DIS_XX.wav,disgust
4117,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_ITS_FEA_XX.wav,fear
4118,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_ITS_HAP_XX.wav,happy
4119,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_ITS_NEU_XX.wav,neutral
4120,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_ITS_SAD_XX.wav,sad
4121,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IWL_ANG_XX.wav,angry
4122,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IWL_DIS_XX.wav,disgust
4123,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IWL_FEA_XX.wav,fear
4124,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IWL_HAP_XX.wav,happy
4125,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IWL_NEU_XX.wav,neutral
4126,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IWL_SAD_XX.wav,sad
4127,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IWW_ANG_XX.wav,angry
4128,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IWW_DIS_XX.wav,disgust
4129,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IWW_FEA_XX.wav,fear
4130,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IWW_HAP_XX.wav,happy
4131,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IWW_NEU_XX.wav,neutral
4132,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_IWW_SAD_XX.wav,sad
4133,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_MTI_ANG_XX.wav,angry
4134,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_MTI_DIS_XX.wav,disgust
4135,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_MTI_FEA_XX.wav,fear
4136,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_MTI_HAP_XX.wav,happy
4137,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_MTI_NEU_XX.wav,neutral
4138,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_MTI_SAD_XX.wav,sad
4139,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_TAI_ANG_XX.wav,angry
4140,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_TAI_DIS_XX.wav,disgust
4141,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_TAI_FEA_XX.wav,fear
4142,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_TAI_HAP_XX.wav,happy
4143,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_TAI_NEU_XX.wav,neutral
4144,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_TAI_SAD_XX.wav,sad
4145,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_TIE_ANG_XX.wav,angry
4146,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_TIE_DIS_XX.wav,disgust
4147,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_TIE_FEA_XX.wav,fear
4148,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_TIE_HAP_XX.wav,happy
4149,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_TIE_NEU_XX.wav,neutral
4150,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_TIE_SAD_XX.wav,sad
4151,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_TSI_ANG_XX.wav,angry
4152,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_TSI_DIS_XX.wav,disgust
4153,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_TSI_FEA_XX.wav,fear
4154,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_TSI_HAP_XX.wav,happy
4155,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_TSI_NEU_XX.wav,neutral
4156,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_TSI_SAD_XX.wav,sad
4157,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_WSI_ANG_XX.wav,angry
4158,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_WSI_DIS_XX.wav,disgust
4159,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_WSI_FEA_XX.wav,fear
4160,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_WSI_HAP_XX.wav,happy
4161,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_WSI_NEU_XX.wav,neutral
4162,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1051_WSI_SAD_XX.wav,sad
4163,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_DFA_ANG_XX.wav,angry
4164,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_DFA_DIS_XX.wav,disgust
4165,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_DFA_FEA_XX.wav,fear
4166,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_DFA_HAP_XX.wav,happy
4167,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_DFA_NEU_XX.wav,neutral
4168,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_DFA_SAD_XX.wav,sad
4169,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IEO_ANG_HI.wav,angry
4170,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IEO_ANG_LO.wav,angry
4171,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IEO_ANG_MD.wav,angry
4172,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IEO_DIS_HI.wav,disgust
4173,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IEO_DIS_LO.wav,disgust
4174,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IEO_DIS_MD.wav,disgust
4175,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IEO_FEA_HI.wav,fear
4176,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IEO_FEA_LO.wav,fear
4177,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IEO_FEA_MD.wav,fear
4178,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IEO_HAP_HI.wav,happy
4179,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IEO_HAP_LO.wav,happy
4180,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IEO_HAP_MD.wav,happy
4181,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IEO_NEU_XX.wav,neutral
4182,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IEO_SAD_HI.wav,sad
4183,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IEO_SAD_LO.wav,sad
4184,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IEO_SAD_MD.wav,sad
4185,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IOM_ANG_XX.wav,angry
4186,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IOM_DIS_XX.wav,disgust
4187,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IOM_FEA_XX.wav,fear
4188,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IOM_HAP_XX.wav,happy
4189,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IOM_NEU_XX.wav,neutral
4190,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IOM_SAD_XX.wav,sad
4191,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_ITH_ANG_XX.wav,angry
4192,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_ITH_DIS_XX.wav,disgust
4193,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_ITH_FEA_XX.wav,fear
4194,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_ITH_HAP_XX.wav,happy
4195,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_ITH_NEU_XX.wav,neutral
4196,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_ITH_SAD_XX.wav,sad
4197,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_ITS_ANG_XX.wav,angry
4198,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_ITS_DIS_XX.wav,disgust
4199,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_ITS_FEA_XX.wav,fear
4200,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_ITS_HAP_XX.wav,happy
4201,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_ITS_NEU_XX.wav,neutral
4202,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_ITS_SAD_XX.wav,sad
4203,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IWL_ANG_XX.wav,angry
4204,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IWL_DIS_XX.wav,disgust
4205,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IWL_FEA_XX.wav,fear
4206,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IWL_HAP_XX.wav,happy
4207,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IWL_NEU_XX.wav,neutral
4208,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IWL_SAD_XX.wav,sad
4209,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IWW_ANG_XX.wav,angry
4210,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IWW_DIS_XX.wav,disgust
4211,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IWW_FEA_XX.wav,fear
4212,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IWW_HAP_XX.wav,happy
4213,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IWW_NEU_XX.wav,neutral
4214,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_IWW_SAD_XX.wav,sad
4215,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_MTI_ANG_XX.wav,angry
4216,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_MTI_DIS_XX.wav,disgust
4217,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_MTI_FEA_XX.wav,fear
4218,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_MTI_HAP_XX.wav,happy
4219,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_MTI_NEU_XX.wav,neutral
4220,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_MTI_SAD_XX.wav,sad
4221,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_TAI_ANG_XX.wav,angry
4222,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_TAI_DIS_XX.wav,disgust
4223,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_TAI_FEA_XX.wav,fear
4224,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1052_TAI_HAP_XX.wav,happy
